Customer_ID,Name,Age,Gender,Location,Join_Date,Churn,Total_Spent
2392,Laura Mckinney,32,Female,San Jose,2024-10-28,1,316.38
2393,Brian Smith,27,Male,San Antonio,2023-10-19,0,7842.84
2394,Robert Montgomery,53,Male,Austin,2023-09-08,0,7211.82
2395,Tamara Davis,21,Female,Austin,2024-05-24,0,5552.47
2396,Dana Chapman,38,Female,San Antonio,2024-02-20,1,1366.47
2397,Jennifer Collins,29,Female,Houston,2022-11-02,0,7115.23
2398,Gary Jackson,63,Male,San Diego,2023-04-07,0,4675.39
2399,Ashley Hicks,44,Male,San Antonio,2022-04-29,0,6333.19
2400,Hannah Luna,39,Male,San Diego,2023-05-13,0,8666.2
2401,Robin Young,64,Male,New York,2024-01-30,0,13279.43
2402,Craig Morrison,56,Male,Los Angeles,2023-07-04,0,4710.36
2403,Mary Thompson,55,Male,San Diego,2023-01-21,1,490.27
2404,Kathleen Webster,39,Female,New York,2023-03-04,1,310.52
2405,Joann Glass,65,Male,Jacksonville,2023-03-10,1,1187.34
2406,Madison Weber,62,Male,San Antonio,2024-09-07,1,307.42
2407,Lori Hernandez,67,Female,San Antonio,2023-05-06,0,9788.23
2408,Jeremy Turner,40,Female,Phoenix,2024-08-12,0,5068.89
2409,Anthony Romero,49,Female,Los Angeles,2024-01-07,0,12787.41
2410,Jesse Brown,38,Male,Philadelphia,2024-08-19,1,1898.42
2411,Angela Lin,54,Male,Jacksonville,2023-10-03,0,8548.77
2412,Lisa Hunter,53,Female,Phoenix,2022-10-26,0,17270.95
2413,Julian Conner,32,Female,San Jose,2022-11-09,0,4478.53
2414,Joanna Pacheco,59,Female,Phoenix,2023-05-19,0,10972.72
2415,Erica Alvarez,59,Female,San Diego,2024-09-27,1,1049.11
2416,Antonio Garcia,40,Male,Chicago,2022-12-11,1,1782.65
2417,Gwendolyn Klein,52,Male,Dallas,2024-09-27,0,6470.38
2418,Carrie Wright,22,Male,New York,2022-03-11,1,981.98
2419,Jeffrey Mills,58,Male,Los Angeles,2024-04-24,0,7589.13
2420,Jake Campbell,50,Female,Philadelphia,2022-11-06,0,11128.56
2421,George Harper,60,Female,Austin,2022-05-04,1,1416.82
2422,Maria Jones,52,Female,New York,2024-09-26,0,9276.56
2423,Michael Mitchell,35,Female,New York,2022-02-04,0,5516.97
2424,Mary Escobar,61,Female,Chicago,2024-10-25,1,1228.96
2425,Felicia Aguilar,51,Male,Houston,2022-08-08,1,1197.24
2426,Gregory Ponce,34,Female,Phoenix,2023-01-29,1,2219.36
2427,Jenna Larson,43,Female,San Jose,2024-03-23,0,8034.05
2428,Emily Bennett,32,Female,Austin,2023-05-14,1,929.94
2429,Robin Santiago,59,Male,Los Angeles,2022-06-15,1,2141.97
2430,Nancy Jennings,53,Female,New York,2024-04-10,0,5072.99
2431,Maria Henderson,23,Female,San Antonio,2022-01-20,1,1581.41
2432,Jack White,24,Male,Houston,2023-11-10,0,8561.39
2433,Travis Tucker,62,Female,Phoenix,2023-03-09,1,2417.38
2434,Chad Jones,61,Female,Dallas,2022-04-06,1,974.43
2435,Ashley Wise,38,Male,Houston,2022-03-09,0,10500.33
2436,Sophia Johnson,63,Female,Los Angeles,2022-10-23,1,1871.84
2437,Ralph Anderson,33,Female,Austin,2023-09-05,0,8938.41
2438,Christopher Guerra,65,Male,Jacksonville,2023-11-11,0,9647.52
2439,Rhonda Martin,40,Male,Los Angeles,2022-06-10,0,10756.94
2440,Jason Rhodes,22,Female,San Jose,2024-06-14,0,5838.83
2441,Jeremy Mitchell,38,Male,Austin,2024-03-23,1,571.16
2442,Joann Ferguson,46,Female,Houston,2023-07-14,1,4272.69
2443,Robert Harrison,42,Female,Chicago,2023-12-30,0,11237.41
2444,Holly Valentine,57,Female,Houston,2024-02-18,0,9553.37
2445,Mrs. Diane Reyes,27,Female,Jacksonville,2022-05-31,0,3998.26
2446,Tracy Montoya,38,Female,Los Angeles,2022-11-12,1,1350.84
2447,Brenda Wright,37,Female,Philadelphia,2022-07-07,0,8580.08
2448,Shelly Spencer,23,Male,San Antonio,2023-07-07,0,11312.57
2449,Ryan Rosales,50,Female,Los Angeles,2024-07-08,0,10008.3
2450,Phillip Nelson,53,Male,San Jose,2022-02-23,0,9637.69
2451,Brittany Kim,18,Female,San Antonio,2023-10-27,1,341.24
2452,Courtney Hayes,64,Male,San Jose,2024-03-05,1,1377.85
2453,Alexander Brown,42,Male,Chicago,2024-12-03,0,9614.61
2454,Cynthia Vang,49,Male,Los Angeles,2023-07-05,0,7641.21
2455,Alfred Galvan,44,Female,San Diego,2022-12-09,0,9297.68
2456,Marie Moody,33,Female,San Jose,2022-06-07,0,7978.68
2457,Dustin Gallegos,26,Female,New York,2023-02-05,0,9185.91
2458,Brenda Thornton,57,Female,Philadelphia,2024-03-21,0,8244.56
2459,Aaron Miller,70,Male,Phoenix,2024-06-20,0,2418.28
2460,Ruben Dunn,62,Male,San Diego,2023-10-19,1,898.08
2461,Kelsey Rodriguez,43,Female,Phoenix,2023-10-06,0,6486.22
2462,Eric Williams,68,Male,Philadelphia,2024-10-02,1,456.79
2463,Riley Bryant,68,Female,Philadelphia,2024-02-10,0,10676.18
2464,Taylor Carlson,30,Male,Austin,2022-08-22,1,629.37
2465,Jose Allen,47,Male,San Diego,2022-02-25,1,716.91
2466,Jeffrey Mendez,22,Female,Austin,2023-08-20,1,559.73
2467,Jason Beck,37,Male,Phoenix,2024-10-19,0,9354.49
2468,William Jones,68,Female,Los Angeles,2022-11-12,1,2486.14
2469,Katie Mcneil,48,Female,Dallas,2024-07-08,1,1358.19
2470,Jeanette Harrison,62,Female,Dallas,2024-11-03,1,1371.36
2471,Veronica King,41,Male,Los Angeles,2022-03-17,1,2118.3
2472,Richard Cooper,40,Male,Austin,2023-05-24,1,1890.43
2473,Lori Ingram,59,Female,Philadelphia,2022-04-01,0,11625.46
2474,Evelyn Williams,24,Female,Houston,2024-05-31,0,8657.74
2475,Robin Thompson,53,Male,San Diego,2024-11-11,1,2085.01
2476,Julie Dominguez,67,Male,Philadelphia,2024-02-06,0,12910.21
2477,Robin Brown,36,Female,Los Angeles,2022-02-20,0,7898.14
2478,Judith Carter,64,Male,Philadelphia,2022-08-26,1,1963.96
2479,Curtis Williams,68,Male,Dallas,2023-10-01,0,6610.66
2480,Kaylee Hays,24,Female,Jacksonville,2024-09-16,0,9897.83
2481,Dawn Mullins,37,Male,Jacksonville,2024-07-15,0,4211.39
2482,Howard Norman,39,Male,Austin,2022-08-24,0,15704.48
2483,Evelyn Martinez,65,Male,Dallas,2022-12-03,1,1869.97
2484,Steve Paul,39,Female,San Diego,2022-12-24,0,6418.86
2485,Jasmine Beltran,58,Male,Chicago,2023-04-20,1,1557.53
2486,Jonathan Glass MD,65,Male,San Diego,2024-06-04,0,7819.06
2487,Monica Miller,63,Male,Houston,2024-05-29,0,7616.5
2488,Samantha Gardner,69,Male,San Jose,2023-07-25,1,2626.75
2489,Bobby Guerrero,52,Male,Philadelphia,2022-07-28,1,2259.27
2490,Lance Simmons,25,Female,Austin,2023-10-30,0,7768.98
2491,Heather Williams,58,Female,San Jose,2024-09-29,0,10930.18
2492,Heather Bolton,55,Male,Philadelphia,2024-03-06,1,807.46
2493,William Gould,57,Male,Austin,2023-12-22,1,1300.57
2494,Mark Cox,55,Male,Austin,2023-09-02,1,1069.48
2495,Meghan Cisneros,33,Female,Los Angeles,2022-10-02,0,6551.5
2496,Lawrence Harrington,27,Female,San Antonio,2023-01-10,0,8731.44
2497,Austin Osborne,45,Male,San Diego,2022-10-10,0,11278.46
2498,James Bradley,49,Female,Chicago,2022-12-21,0,5553.44
2499,Meghan Rush,46,Male,Philadelphia,2023-01-19,0,9160.82
2500,Phillip Berry,30,Female,Dallas,2022-01-20,0,6966.63
2501,Jennifer Banks,44,Female,San Antonio,2024-11-01,1,1436.87
2502,Brian Fitzgerald,23,Male,Houston,2024-06-28,0,6912.92
2503,Mr. Justin Green III,32,Female,Chicago,2023-08-22,0,11261.72
2504,Zachary Mitchell,67,Female,Dallas,2024-07-25,0,10336.36
2505,Katherine Martinez,25,Female,Dallas,2024-11-12,0,9952.4
2506,Jodi Roach,66,Male,Jacksonville,2024-01-22,0,7443.27
2507,Brandon Fleming,45,Male,Jacksonville,2024-06-22,0,7436.67
2508,Emma Reed,20,Female,Phoenix,2023-05-22,0,6283.19
2509,Joshua Vance,23,Female,Los Angeles,2023-12-15,1,495.44
2510,Michelle Ho,65,Female,Jacksonville,2023-05-01,0,9165.91
2511,Rebecca Hicks,26,Male,Houston,2024-05-26,0,12197.69
2512,Curtis Taylor,52,Female,San Jose,2022-05-02,0,4539.97
2513,Allison Spencer,63,Female,Phoenix,2022-12-11,0,13170.17
2514,Robert Arnold,50,Male,Chicago,2023-07-02,1,714.31
2515,Angelica Parker,35,Male,Jacksonville,2024-04-22,1,603.03
2516,Dr. Kelly Hammond DVM,63,Female,Houston,2022-09-29,0,7256.25
2517,William Day,54,Female,Austin,2024-03-15,0,5727.36
2518,Michael Cooper,22,Male,San Antonio,2024-04-28,0,11594.64
2519,Penny Bowman,62,Female,San Diego,2024-11-21,1,1505.7
2520,Vincent Reynolds,18,Male,Jacksonville,2024-09-26,0,8001.51
2521,Amy Martinez,62,Female,Los Angeles,2024-07-27,1,1813.8
2522,Christopher Morris,45,Male,San Diego,2024-12-30,0,9992.91
2523,Hannah Everett,36,Female,Dallas,2023-07-04,0,13210.89
2524,Sarah King,49,Female,Austin,2022-09-25,0,7119.99
2525,Krista Martinez,58,Female,New York,2022-04-10,0,10001.69
2526,Joseph Shaw,28,Female,San Diego,2022-09-12,1,1530.49
2527,Todd Moore,45,Male,Jacksonville,2022-01-02,1,1766.48
2528,Michelle Jacobs,37,Male,Phoenix,2022-09-28,1,508.4
2529,Kristy Bryan,34,Male,Philadelphia,2022-07-11,1,1931.05
2530,Angel May,58,Female,Jacksonville,2022-12-05,0,3949.35
2531,Marilyn Wang,23,Male,New York,2023-04-25,0,7383.23
2532,Mark Jimenez,26,Male,Dallas,2023-03-14,0,5699.62
2533,Donna Frye,62,Female,Los Angeles,2024-06-30,0,7626.7
2534,Dr. Michael Evans,48,Male,Houston,2024-05-14,1,1996.91
2535,Anthony Gonzales,69,Male,Los Angeles,2024-02-24,0,14130.54
2536,Mr. Lawrence Edwards,37,Male,San Antonio,2023-10-04,0,9458.16
2537,Morgan Valencia,61,Male,Los Angeles,2022-09-30,1,2524.58
2538,Bianca Wood,57,Male,San Diego,2024-12-22,0,13510.52
2539,Emma Owens,58,Male,San Antonio,2023-12-21,1,3182.49
2540,David Davis,23,Male,Chicago,2024-06-25,1,604.31
2541,James Gilbert,42,Female,San Antonio,2022-09-10,0,5416.01
2542,Sean Moore,33,Female,Austin,2023-10-07,1,2282.15
2543,Kenneth Edwards,56,Female,Jacksonville,2022-06-22,0,13518.8
2544,Kathleen Robertson,60,Female,Houston,2022-02-24,1,169.22
2545,Mr. Alexander Landry MD,30,Female,Phoenix,2024-11-26,1,2250.87
2546,Cindy Gomez,68,Male,San Diego,2022-04-22,1,1297.32
2547,Johnny Khan,49,Male,Dallas,2024-03-01,0,4700.94
2548,Julie Herrera,38,Male,San Antonio,2022-01-25,1,1235.17
2549,Jessica Khan,61,Male,San Diego,2024-05-11,0,6443.14
2550,Pamela Diaz,22,Male,Phoenix,2022-05-30,0,6531.35
2551,Kelly Lee,21,Female,Dallas,2023-03-18,0,8644.54
2552,Angel Gordon,50,Female,San Antonio,2023-08-10,1,2010.58
2553,Diana Hays,52,Male,Phoenix,2024-04-03,0,9995.91
2554,Barbara Hester,50,Male,Chicago,2022-06-21,0,10233.46
2555,Robert Morgan,58,Male,Phoenix,2023-11-01,0,6719.08
2556,Nicole Gonzalez,33,Male,Houston,2024-06-14,1,1629.42
2557,Kathryn Williams,25,Female,San Jose,2022-06-26,1,971.18
2558,Gary Wells,65,Male,Los Angeles,2022-04-23,0,4208.92
2559,Larry Robertson,62,Male,Chicago,2022-01-26,1,1602.76
2560,Louis Martin,51,Female,Chicago,2024-10-13,1,208.83
2561,Nancy Evans MD,67,Female,Jacksonville,2024-02-01,0,12256.97
2562,Kim Erickson,19,Female,San Antonio,2022-08-30,1,295.98
2563,Robert Richardson,34,Male,San Diego,2023-07-12,0,5717.95
2564,Veronica Silva,21,Female,San Jose,2024-07-21,0,7868.36
2565,Molly Watts,34,Male,San Jose,2022-12-08,0,12462.11
2566,John Coffey,50,Male,New York,2022-08-25,0,7951.33
2567,Paula Lane,48,Female,San Antonio,2022-01-26,0,6791.67
2568,Lauren Jackson,20,Female,Houston,2022-11-04,0,4995.62
2569,Lisa Randall,64,Female,Phoenix,2023-10-22,0,4443.06
2570,Michael Johnson,25,Male,Chicago,2022-06-09,0,10326.85
2571,Ashley Smith,20,Female,Los Angeles,2023-04-03,1,1470.51
2572,Christian Vaughn,67,Female,Philadelphia,2024-08-10,1,1379.78
2573,Reginald Knapp,18,Female,Houston,2022-06-26,0,6402.71
2574,Nancy Brown,37,Male,San Diego,2023-08-21,0,9791.66
2575,Daniel Nguyen,49,Male,Jacksonville,2024-01-25,0,11446.28
2576,Kelly Edwards,44,Male,Houston,2023-05-18,0,12474.14
2577,Thomas Peterson,62,Male,Philadelphia,2023-12-11,1,2326.94
2578,Raymond Le,42,Female,Los Angeles,2022-01-03,1,2981.18
2579,Melissa Bishop,33,Female,San Diego,2023-02-25,0,6612.1
2580,David Grant,27,Female,Los Angeles,2022-05-03,1,1716.05
2581,William Evans,51,Female,Jacksonville,2022-03-31,1,651.56
2582,Daniel Bush,65,Male,San Jose,2024-02-02,0,9526.8
2583,Gregory Peck,58,Female,Los Angeles,2022-07-15,0,6532.26
2584,Denise Martinez,26,Male,Phoenix,2022-05-08,0,10196.79
2585,Jamie Baird,69,Female,Jacksonville,2023-06-19,1,137.66
2586,Tina Ballard,35,Male,Los Angeles,2023-10-31,0,6013.96
2587,Dwayne Klein,67,Male,Chicago,2023-02-20,0,9080.99
2588,Jeremy Scott,47,Female,San Antonio,2022-08-05,0,12773.65
2589,Dale Ryan,67,Male,San Diego,2022-09-05,0,9228.13
2590,Melissa Taylor,25,Male,Chicago,2023-09-24,0,5161.41
2591,Laurie Sanchez,62,Male,Houston,2023-09-16,1,712.66
2592,Kiara Little,63,Male,Philadelphia,2023-11-03,0,5545.08
2593,Jason Love,61,Female,Phoenix,2024-03-22,0,8986.95
2594,Randy Smith,43,Female,Dallas,2022-12-23,0,11049.86
2595,Tanya Russell,24,Male,Los Angeles,2023-05-27,0,2667.01
2596,Sherry Woods,67,Male,Chicago,2022-01-25,0,11609.17
2597,Victor Morris,41,Male,San Jose,2023-02-10,1,738.52
2598,Susan Davis,22,Male,Los Angeles,2023-06-15,1,951.62
2599,Kimberly Sharp,46,Male,Los Angeles,2023-02-09,1,1067.38
2600,Susan Thompson,47,Male,Chicago,2023-11-11,0,8706.44
2601,Casey Gillespie,43,Female,New York,2024-06-06,1,1256.55
2602,Jennifer Simpson DVM,29,Female,Houston,2024-02-23,1,1479.39
2603,Tammy Mcdowell,46,Male,New York,2023-01-19,0,7861.49
2604,Keith Rodriguez,49,Female,Dallas,2023-05-19,1,1768.23
2605,Mrs. Virginia Daniels,35,Female,Chicago,2024-09-08,0,6882.19
2606,Todd Rosales MD,69,Male,Austin,2024-05-08,0,12954.46
2607,Brian Martin,68,Female,San Diego,2022-02-09,1,819.15
2608,David Lopez,54,Female,San Antonio,2024-09-19,0,10626.99
2609,Rachel Bradley,38,Male,New York,2023-07-08,0,9723.79
2610,Casey Chase,48,Female,San Jose,2023-07-30,0,12307.59
2611,Samantha Robertson,24,Male,Austin,2023-04-22,1,863.96
2612,Michael Lopez,70,Male,Houston,2023-05-09,0,10392.73
2613,Franklin Wright,29,Male,Houston,2024-03-06,0,2647.34
2614,David Molina,62,Female,San Jose,2023-10-14,1,518.56
2615,Elizabeth Sharp,40,Male,San Jose,2022-02-27,1,1634.71
2616,Matthew Schwartz,69,Female,Dallas,2023-01-21,1,869.96
2617,Bryan Parker,20,Male,New York,2023-09-25,0,5266.16
2618,Jonathan Jacobson,19,Female,New York,2023-04-22,1,1370.36
2619,Emily Wilson,30,Male,Philadelphia,2023-11-11,1,137.17
2620,Elizabeth Mendez,38,Male,New York,2022-12-30,1,507.44
2621,Casey Hernandez,27,Male,Dallas,2022-10-30,0,7109.48
2622,Lisa Perry,41,Female,San Jose,2024-01-18,1,605.49
2623,Kaitlin Medina,38,Male,Chicago,2022-07-26,0,10857.23
2624,Colleen Wright,49,Female,Chicago,2024-06-13,1,923.91
2625,Shelley Miller,55,Male,San Antonio,2024-01-01,0,10627.66
2626,Michael Miller,36,Male,Chicago,2023-09-21,1,2510.33
2627,Amy Kelley,54,Female,San Jose,2022-01-04,1,714.44
2628,Laura Hernandez,38,Male,Austin,2022-03-08,0,12057.02
2629,Joseph Wilson,27,Female,Jacksonville,2022-08-02,1,528.12
2630,Kevin Davis,38,Male,Austin,2022-06-09,0,6300.47
2631,Rhonda Chavez,60,Female,San Diego,2022-07-01,1,560.87
2632,Joyce Brown,33,Male,Philadelphia,2022-01-24,0,9885.93
2633,Robert Cummings,64,Male,New York,2023-06-10,1,1822.18
2634,Robert Reese,44,Male,San Antonio,2024-03-01,0,5889.1
2635,Amber Cooper,40,Female,Los Angeles,2024-10-06,1,998.13
2636,Zachary Michael,54,Male,Chicago,2024-09-08,1,1134.99
2637,Timothy Johnson,20,Female,New York,2024-07-13,0,10061.08
2638,Randy Cannon,24,Male,Philadelphia,2023-10-15,0,9985.24
2639,Maria Fisher,28,Male,Dallas,2022-12-15,1,1721.81
2640,Janet Kane DVM,57,Female,Jacksonville,2022-07-10,0,4387.9
2641,Michael Stanley,59,Male,San Jose,2022-03-05,0,7115.31
2642,Martha Bailey,24,Female,Houston,2024-06-08,0,7569.15
2643,Joshua Rice,53,Female,Austin,2023-01-25,0,5148.21
2644,Courtney Smith,24,Male,San Antonio,2023-07-31,0,9681.1
2645,Edwin Nunez,41,Male,San Antonio,2024-10-02,0,3781.77
2646,Kim Morrow,60,Female,Houston,2022-06-29,0,7885.06
2647,Gregory Hill,28,Female,Los Angeles,2022-07-18,0,4429.74
2648,Molly Rodriguez,37,Female,San Diego,2024-08-27,1,268.78
2649,Jennifer Miranda,34,Male,Austin,2024-09-28,1,686.97
2650,Alexis Harris,42,Female,Chicago,2024-03-04,0,3275.16
2651,Andrew Harper,46,Female,Phoenix,2024-07-01,0,9803.77
2652,Amber Yang,54,Male,Chicago,2023-04-09,1,854.14
2653,David Robinson,40,Female,San Jose,2022-07-18,0,13757.41
2654,Amy Gordon,42,Female,Dallas,2023-04-11,0,9769.5
2655,Robert Dennis,33,Female,Phoenix,2024-08-30,0,10393.76
2656,Kyle Chambers,63,Male,Dallas,2022-06-11,0,14479.25
2657,Eric Thomas,61,Male,Los Angeles,2024-11-24,1,998.79
2658,Connie Turner,28,Male,Houston,2024-07-08,0,8161.29
2659,Travis Hobbs,23,Female,Houston,2022-09-16,0,5154.86
2660,Lori Simmons,34,Female,Jacksonville,2022-10-30,1,558.94
2661,William David DDS,53,Female,Dallas,2022-05-18,0,5267.88
2662,Emma Butler,51,Female,New York,2023-10-30,1,1137.64
2663,James Webster,25,Female,Chicago,2024-12-06,1,2733.25
2664,Samuel Turner,55,Male,Los Angeles,2022-10-31,0,3264.9
2665,Renee Melendez,52,Female,San Antonio,2022-07-26,1,2622.5
2666,Tracy Grant,49,Female,New York,2023-06-25,0,7856.59
2667,David Harris,27,Female,New York,2022-12-19,0,9020.56
2668,Tammy Boone,39,Male,New York,2024-03-21,1,407.36
2669,Nathaniel Lee,41,Male,Philadelphia,2024-08-31,1,711.62
2670,Michael Morrison,49,Male,Houston,2023-09-13,0,6426.15
2671,Chelsea Gill,65,Female,Philadelphia,2022-10-03,0,11269.64
2672,Kristin Mendoza,56,Male,Houston,2023-07-06,1,1639.52
2673,Felicia Krueger,70,Female,Jacksonville,2024-06-23,0,4749.54
2674,Timothy Hayden,41,Male,Dallas,2024-09-19,1,2043.6
2675,Zachary Mendoza,63,Female,Chicago,2022-11-22,0,9716.56
2676,Larry Harris,19,Male,Houston,2024-12-09,1,189.84
2677,Kristen Rowe,33,Male,San Diego,2023-02-16,1,765.5
2678,Joseph Howard,63,Male,Phoenix,2022-04-14,1,955.26
2679,Jose Crawford,50,Female,Austin,2024-01-25,1,1137.52
2680,William Harrison,33,Female,San Diego,2022-09-11,1,1582.49
2681,Suzanne Wood,48,Female,Philadelphia,2024-07-02,0,7001.72
2682,Justin Walker,34,Male,Phoenix,2022-12-01,1,1517.25
2683,Dean Donovan,28,Male,Houston,2022-02-26,0,8706.51
2684,Jennifer Hernandez,35,Female,Dallas,2023-04-07,1,1841.5
2685,James Whitaker,67,Male,San Diego,2022-02-11,1,807.65
2686,Mr. Michael Scott PhD,56,Male,Houston,2022-09-28,1,1559.43
2687,Maria Henry,37,Female,San Antonio,2023-06-01,1,2100.03
2688,Robert Jackson,47,Female,Houston,2024-02-11,1,529.93
2689,Katherine Stark,51,Female,San Jose,2024-08-13,0,6749.19
2690,Maria Brown,60,Female,Dallas,2022-07-29,0,12414.01
2691,Ryan Landry,24,Female,Los Angeles,2023-08-02,0,9660.09
2692,Pamela Gutierrez,58,Female,Phoenix,2023-11-20,1,1026.35
2693,Crystal Mann,59,Female,Houston,2023-06-19,1,1412.01
2694,Jonathan Brooks,33,Male,San Jose,2022-11-04,0,6242.94
2695,Mary Jensen,61,Male,Jacksonville,2024-04-07,1,575.37
2696,Mr. Aaron Arnold,36,Female,San Antonio,2022-02-22,1,1705.31
2697,Joseph Hill,20,Male,Philadelphia,2024-04-08,0,8899.68
2698,Alicia Li,58,Female,Austin,2023-04-01,1,1096.34
2699,Renee Browning,28,Male,Phoenix,2024-01-05,0,10506.27
2700,Brent Hernandez,65,Female,Jacksonville,2022-07-19,0,8024.94
2701,Joseph Ochoa,39,Male,Houston,2023-01-10,1,728.2
2702,James Watson,37,Female,Philadelphia,2023-12-29,0,6266.05
2703,Karl Branch,36,Female,Los Angeles,2024-02-01,0,6417.97
2704,Michael Abbott,58,Male,San Diego,2024-08-21,0,7660.7
2705,Shannon Malone,61,Female,Dallas,2023-02-03,0,6650.24
2706,James Tran,27,Male,Houston,2023-09-04,0,9966.98
2707,Adam Jackson,54,Female,Chicago,2023-12-03,0,8478.24
2708,Mr. Richard Knight PhD,29,Male,San Diego,2023-10-10,1,365.88
2709,Joseph Williams,29,Female,Austin,2023-11-13,1,2672.01
2710,Sean Clay,35,Male,Chicago,2022-04-29,0,8814.36
2711,Anthony Jones,66,Male,Chicago,2022-11-21,0,5533.16
2712,Stephanie Elliott,43,Female,San Diego,2024-06-07,1,1560.01
2713,Timothy Edwards,52,Male,Jacksonville,2024-02-25,0,11153.58
2714,Laurie Goodwin,38,Male,New York,2024-02-04,1,1182.05
2715,Jennifer Jones,33,Male,Jacksonville,2022-01-09,1,2968.12
2716,David Davenport,24,Female,Dallas,2023-12-07,0,7472.33
2717,Steven Rivera,70,Male,Phoenix,2023-09-19,0,8268.03
2718,Brenda Hinton,51,Female,San Antonio,2023-08-19,0,11458.41
2719,Kathryn Mccann,49,Female,Houston,2022-10-02,0,8343.81
2720,Jeffrey Roberson,69,Female,New York,2022-12-04,1,1392.0
2721,Randy Friedman,26,Male,Jacksonville,2023-04-13,0,8036.89
2722,Raymond Johnson,28,Male,Philadelphia,2022-02-14,0,7706.9
2723,Willie Henry,58,Female,Dallas,2022-03-18,0,9075.7
2724,Todd Reynolds,21,Male,Austin,2022-04-10,0,7309.07
2725,Mary Miller,25,Female,San Diego,2022-02-10,0,8710.65
2726,Rebecca Marquez,34,Female,Jacksonville,2024-02-18,0,9848.76
2727,Christian Dawson,61,Male,Phoenix,2022-11-10,0,9471.58
2728,Nancy Stewart,60,Female,San Jose,2024-05-11,1,1468.96
2729,Aaron Parker,24,Male,Phoenix,2022-10-08,0,10138.7
2730,Derrick Anderson,49,Male,San Jose,2022-08-22,1,1393.37
2731,Jerry Peters,51,Male,Philadelphia,2023-02-14,1,1526.84
2732,Alexander Gomez,20,Female,Houston,2024-04-19,0,8562.33
2733,Kyle Nguyen,18,Male,Austin,2024-09-11,0,9506.47
2734,Edgar Hughes,54,Female,Chicago,2022-07-02,1,1125.35
2735,Steven Stein,22,Male,Phoenix,2022-07-04,1,603.27
2736,Laura Jackson,36,Female,San Diego,2023-04-19,0,7954.55
2737,Charles Turner,29,Male,Phoenix,2022-04-13,0,15142.17
2738,Arthur Hamilton MD,38,Female,Jacksonville,2024-01-08,1,373.29
2739,Mr. David Wright,66,Male,New York,2022-08-26,0,15688.87
2740,Linda Gonzalez,28,Female,Philadelphia,2022-10-11,1,2193.54
2741,Eric Rush,35,Male,Philadelphia,2024-06-15,1,568.97
2742,Manuel Brock,43,Female,San Diego,2023-12-03,0,8970.22
2743,George Ochoa,62,Female,San Antonio,2023-07-11,1,798.64
2744,Valerie Taylor,62,Male,Chicago,2022-12-08,0,5922.18
2745,Travis Harris,55,Female,San Jose,2022-08-01,0,9902.39
2746,Vincent Novak,42,Female,San Jose,2024-06-16,0,11925.41
2747,Michael Henry,64,Male,San Diego,2022-03-01,1,697.01
2748,Dana Bennett,44,Female,New York,2024-09-26,0,11808.92
2749,Jenna Wilson,38,Male,Jacksonville,2022-05-10,0,6084.42
2750,Leslie Gardner,54,Male,Austin,2024-12-10,1,2909.36
2751,Krista Benton,62,Male,San Antonio,2023-11-24,0,7148.03
2752,Michael Gonzales,60,Female,Chicago,2023-05-25,0,6486.95
2753,Michael Fuentes,28,Female,San Diego,2022-04-22,0,7252.43
2754,Jennifer Porter,49,Female,Houston,2022-12-05,0,3934.24
2755,Dana Hopkins,21,Male,Dallas,2023-11-09,1,611.49
2756,Rachel Jones,33,Male,San Diego,2024-02-15,0,9318.53
2757,Karen Morales DDS,46,Male,San Diego,2024-06-28,1,841.09
2758,Melissa Stephens,49,Male,Los Angeles,2024-07-04,0,9034.12
2759,Heather Woodard,53,Male,Los Angeles,2024-04-06,0,9672.17
2760,Margaret Miller,53,Male,Austin,2023-09-16,1,554.2
2761,Mary Kelly,41,Male,Houston,2024-07-23,1,1475.08
2762,Amanda Terrell,67,Female,Jacksonville,2024-07-19,0,3912.82
2763,Jennifer Goodwin,25,Male,Austin,2024-01-15,1,3040.81
2764,Jessica Smith,40,Female,Dallas,2023-03-31,0,10310.32
2765,Jorge Stone,24,Male,Chicago,2024-12-05,0,13532.05
2766,Laura Griffin,63,Female,Los Angeles,2024-10-05,0,6494.73
2767,Raymond Chapman,30,Male,San Antonio,2023-06-05,1,1263.73
2768,Haley Johnson,68,Male,Jacksonville,2023-03-18,0,12297.33
2769,Jason Nixon,44,Male,Austin,2023-11-24,0,10014.56
2770,Todd Thomas,46,Female,Austin,2022-09-10,1,2598.8
2771,Jesse Clark,49,Male,Dallas,2024-10-29,0,9486.64
2772,Mr. Jeffrey Horton,45,Female,Dallas,2022-04-10,0,13738.79
2773,Eric Patrick,29,Male,Los Angeles,2022-12-29,1,1004.73
2774,Samuel Wong,56,Female,Dallas,2024-03-04,1,324.64
2775,Carly Riggs,56,Male,Phoenix,2024-02-27,0,12662.63
2776,Christopher Moore,36,Female,Chicago,2024-03-25,1,709.35
2777,Tina Hall,62,Female,Jacksonville,2022-10-10,0,7679.67
2778,Cody Davidson,53,Male,Houston,2023-10-05,1,687.36
2779,Allen Mendez,36,Female,Austin,2023-03-06,1,2735.89
2780,Kevin Price,59,Male,Dallas,2022-09-29,1,1026.46
2781,Christine Goodwin,66,Female,Dallas,2023-10-23,1,2167.28
2782,Amy Garcia,60,Female,Austin,2024-09-10,0,5297.82
2783,Chelsea Nguyen,45,Male,Dallas,2024-12-29,0,6218.48
