Customer_ID,Name,Age,Gender,Location,Join_Date,Total_Spent
2412,Lisa Hunter,24,Female,Chicago,2022-01-17,5384.71
2413,Julian Conner,64,Female,San Antonio,2023-06-26,7184.33
2414,Joanna Pacheco,20,Female,New York,2024-01-20,3155.11
2415,Erica Alvarez,41,Female,Los Angeles,2023-02-03,5080.84
2416,Antonio Garcia,50,Female,Dallas,2024-03-02,5540.11
2417,Gwendolyn Klein,70,Male,Chicago,2023-07-27,6990.05
2418,Carrie Wright,43,Female,Philadelphia,2022-07-18,5171.04
2419,Jeffrey Mills,66,Male,Houston,2024-01-19,6882.2
2420,Jake Campbell,43,Male,New York,2024-11-08,7516.64
2421,George Harper,26,Female,San Diego,2022-03-21,3813.12
2422,Maria Jones,47,Male,San Jose,2024-11-29,5680.77
2423,Michael Mitchell,26,Female,San Jose,2024-11-21,6340.64
2424,Mary Escobar,28,Female,San Jose,2023-10-15,8328.57
2425,Felicia Aguilar,55,Female,Dallas,2023-09-05,4539.48
2426,Gregory Ponce,52,Female,Jacksonville,2024-11-09,3532.97
2427,Jenna Larson,48,Male,Philadelphia,2023-09-06,7263.47
2428,Emily Bennett,61,Male,San Antonio,2023-11-10,4831.75
2429,Robin Santiago,68,Male,San Jose,2023-09-23,5119.58
2430,Nancy Jennings,34,Male,Jacksonville,2024-08-29,8792.97
2431,Maria Henderson,55,Female,Chicago,2022-04-16,5408.64
2432,Jack White,58,Female,Chicago,2024-12-09,6516.15
2433,Travis Tucker,20,Male,Houston,2023-05-12,6017.04
2434,Chad Jones,46,Female,San Antonio,2022-02-08,9140.31
2435,Ashley Wise,44,Male,San Antonio,2022-11-07,5632.74
2436,Sophia Johnson,67,Female,Jacksonville,2024-10-24,6438.69
2437,Ralph Anderson,63,Male,Dallas,2022-05-08,5631.89
2438,Christopher Guerra,53,Female,Austin,2023-03-01,5239.35
2439,Rhonda Martin,51,Female,Philadelphia,2024-09-06,8217.5
2440,Jason Rhodes,47,Female,Dallas,2022-12-21,1779.62
2441,Jeremy Mitchell,61,Female,San Jose,2023-12-27,4734.02
2442,Joann Ferguson,30,Male,Phoenix,2024-09-18,5640.83
2443,Robert Harrison,32,Female,Phoenix,2023-09-04,7910.09
2444,Holly Valentine,62,Female,Philadelphia,2023-03-01,4406.98
2445,Mrs. Diane Reyes,40,Female,Phoenix,2024-09-09,4858.95
2446,Tracy Montoya,54,Female,San Antonio,2022-09-07,3229.71
2447,Brenda Wright,67,Male,Phoenix,2023-12-08,8154.74
2448,Shelly Spencer,36,Male,Philadelphia,2022-03-28,3086.43
2449,Ryan Rosales,59,Female,Jacksonville,2024-06-24,6757.61
2450,Phillip Nelson,31,Male,Dallas,2024-09-08,8267.54
2451,Brittany Kim,53,Female,Chicago,2023-07-10,7898.54
2452,Courtney Hayes,57,Male,Houston,2022-08-12,5379.56
2453,Alexander Brown,60,Male,Austin,2022-04-14,5622.75
2454,Cynthia Vang,21,Male,San Antonio,2023-04-22,3461.75
2455,Alfred Galvan,63,Female,Los Angeles,2023-11-08,6471.04
2456,Marie Moody,18,Male,San Antonio,2022-10-09,9161.38
2457,Dustin Gallegos,48,Male,Phoenix,2024-09-01,7097.24
2458,Brenda Thornton,36,Male,Los Angeles,2023-10-20,6479.99
2459,Aaron Miller,52,Male,Chicago,2023-04-21,8853.12
2460,Ruben Dunn,29,Male,San Antonio,2024-05-05,10738.58
2461,Kelsey Rodriguez,29,Female,New York,2024-10-11,7199.5
2462,Eric Williams,37,Male,Philadelphia,2022-01-19,3593.93
2463,Riley Bryant,47,Female,Chicago,2023-08-06,5066.44
2464,Taylor Carlson,47,Female,Houston,2024-10-29,5654.9
2465,Jose Allen,39,Male,Jacksonville,2022-08-19,6927.02
2466,Jeffrey Mendez,59,Female,Jacksonville,2024-07-28,5121.83
2467,Jason Beck,18,Female,Phoenix,2023-01-17,2847.36
2468,William Jones,29,Female,San Antonio,2023-01-31,6526.77
2469,Katie Mcneil,38,Male,San Antonio,2024-11-21,7517.62
2470,Jeanette Harrison,29,Male,San Diego,2022-07-15,6036.21
2471,Veronica King,33,Male,Phoenix,2023-10-25,7400.62
2472,Richard Cooper,33,Female,Phoenix,2024-02-25,8847.45
2473,Lori Ingram,37,Male,Phoenix,2023-11-07,6118.5
2474,Evelyn Williams,62,Male,New York,2024-01-07,8176.65
2475,Robin Thompson,47,Female,Chicago,2022-08-31,8059.76
2476,Julie Dominguez,61,Female,Jacksonville,2024-04-10,5784.46
2477,Robin Brown,58,Female,Philadelphia,2022-08-29,5621.9
2478,Judith Carter,32,Male,San Diego,2023-03-29,6336.48
2479,Curtis Williams,47,Female,San Antonio,2022-11-10,3381.83
2480,Kaylee Hays,66,Male,Houston,2024-08-22,10728.03
2481,Dawn Mullins,51,Female,Dallas,2022-06-17,6626.77
2482,Howard Norman,22,Male,New York,2024-01-11,5888.84
2483,Evelyn Martinez,30,Male,Chicago,2024-11-01,7265.25
2484,Steve Paul,51,Female,Los Angeles,2023-11-03,3085.0
2485,Jasmine Beltran,63,Female,Los Angeles,2023-02-25,5714.03
2486,Jonathan Glass MD,46,Male,San Diego,2024-11-11,8035.21
2487,Monica Miller,50,Female,San Diego,2022-09-28,7382.15
2488,Samantha Gardner,53,Female,Austin,2022-04-29,3724.84
2489,Bobby Guerrero,64,Male,San Antonio,2023-09-24,8718.9
2490,Lance Simmons,70,Male,Jacksonville,2023-06-06,4849.09
2491,Heather Williams,55,Male,New York,2023-03-23,10715.37
2492,Heather Bolton,40,Male,Dallas,2024-05-17,6687.43
2493,William Gould,22,Female,New York,2022-05-04,4096.65
2494,Mark Cox,44,Male,Chicago,2023-08-11,5610.47
2495,Meghan Cisneros,41,Female,San Diego,2024-05-10,3059.23
2496,Lawrence Harrington,42,Male,Austin,2024-02-13,6633.79
2497,Austin Osborne,59,Female,Los Angeles,2022-09-30,5495.15
2498,James Bradley,52,Female,Dallas,2023-01-01,2872.64
2499,Meghan Rush,64,Male,New York,2022-09-18,9343.8
2500,Phillip Berry,37,Female,Austin,2022-02-16,8689.37
2501,Jennifer Banks,52,Female,Houston,2024-05-18,9093.93
2502,Brian Fitzgerald,47,Female,Chicago,2023-05-22,6057.97
2503,Mr. Justin Green III,30,Male,New York,2023-07-19,6318.09
2504,Zachary Mitchell,57,Male,Houston,2024-05-08,1593.23
2505,Katherine Martinez,22,Male,San Jose,2023-02-27,5049.12
2506,Jodi Roach,46,Male,Houston,2022-03-10,5165.86
2507,Brandon Fleming,43,Female,Houston,2022-04-01,6123.86
2508,Emma Reed,66,Male,Chicago,2023-03-21,7181.28
2509,Joshua Vance,36,Male,Jacksonville,2024-10-28,6946.38
2510,Michelle Ho,54,Female,Houston,2023-10-16,7532.97
2511,Rebecca Hicks,27,Male,San Antonio,2023-09-11,8242.68
2512,Curtis Taylor,35,Male,Dallas,2023-09-08,4152.1
2513,Allison Spencer,58,Female,Dallas,2022-12-25,4501.57
2514,Robert Arnold,21,Female,Austin,2024-10-12,5648.01
2515,Angelica Parker,68,Female,Jacksonville,2024-02-20,5374.79
2516,Dr. Kelly Hammond DVM,44,Male,Phoenix,2024-05-02,7881.92
2517,William Day,29,Female,Houston,2024-02-10,10848.51
2518,Michael Cooper,37,Male,San Diego,2023-04-07,6834.81
2519,Penny Bowman,53,Female,San Antonio,2022-04-29,6567.53
2520,Vincent Reynolds,26,Female,Houston,2024-12-21,9521.02
2521,Amy Martinez,31,Female,Austin,2023-06-07,9028.69
2522,Christopher Morris,46,Female,Los Angeles,2022-06-11,3171.45
2523,Hannah Everett,21,Female,San Antonio,2023-01-26,7916.0
2524,Sarah King,22,Male,San Jose,2022-03-22,7297.99
2525,Krista Martinez,48,Male,Philadelphia,2023-03-21,4443.51
2526,Joseph Shaw,18,Male,Houston,2023-09-13,9230.09
2527,Todd Moore,65,Female,Houston,2022-08-29,7235.65
2528,Michelle Jacobs,43,Male,Dallas,2023-02-23,8223.39
2529,Kristy Bryan,67,Female,San Antonio,2023-10-21,3739.19
2530,Angel May,52,Female,Phoenix,2024-08-12,6198.07
2531,Marilyn Wang,41,Female,San Diego,2023-06-20,9216.79
2532,Mark Jimenez,69,Female,Philadelphia,2022-07-21,10035.98
2533,Donna Frye,41,Female,San Antonio,2023-02-21,5395.51
2534,Dr. Michael Evans,54,Male,Jacksonville,2022-04-04,5485.8
2535,Anthony Gonzales,19,Female,Dallas,2022-10-26,6818.17
2536,Mr. Lawrence Edwards,36,Male,Houston,2024-05-05,4359.4
2537,Morgan Valencia,32,Female,San Jose,2023-11-07,8007.06
2538,Bianca Wood,49,Female,Phoenix,2023-05-19,4495.69
2539,Emma Owens,64,Female,San Diego,2024-09-27,8821.98
2540,David Davis,64,Female,Chicago,2022-12-11,6128.26
2541,James Gilbert,64,Female,Chicago,2022-10-14,6176.87
2542,Sean Moore,51,Male,Los Angeles,2022-05-01,7223.4
2543,Kenneth Edwards,66,Male,San Antonio,2022-04-10,5327.96
2544,Kathleen Robertson,58,Male,Los Angeles,2022-10-09,5027.76
2545,Mr. Alexander Landry MD,18,Male,Dallas,2022-11-06,8024.39
2546,Cindy Gomez,41,Male,San Jose,2024-07-22,7156.68
2547,Johnny Khan,60,Female,New York,2024-09-16,6013.62
2548,Julie Herrera,52,Female,New York,2022-01-14,8157.66
2549,Jessica Khan,51,Female,Dallas,2022-02-04,4103.12
2550,Pamela Diaz,19,Female,Chicago,2023-08-11,5284.07
2551,Kelly Lee,24,Male,Houston,2022-08-08,4174.79
2552,Angel Gordon,57,Female,Philadelphia,2023-01-29,3237.18
2553,Diana Hays,68,Female,Los Angeles,2023-07-02,6824.87
2554,Barbara Hester,43,Female,San Jose,2024-02-04,5227.35
2555,Robert Morgan,62,Male,Phoenix,2023-05-14,9364.21
2556,Nicole Gonzalez,59,Male,Los Angeles,2022-06-15,5242.48
2557,Kathryn Williams,42,Female,Dallas,2024-04-10,2541.75
2558,Gary Wells,21,Male,Jacksonville,2024-09-01,4239.87
2559,Larry Robertson,23,Female,San Antonio,2022-12-17,6250.39
2560,Louis Martin,54,Male,Dallas,2023-11-10,10107.63
2561,Nancy Evans MD,32,Male,Jacksonville,2022-03-29,6006.11
2562,Kim Erickson,35,Male,Los Angeles,2024-08-31,5652.97
2563,Robert Richardson,52,Male,Chicago,2023-07-29,4362.58
2564,Veronica Silva,19,Male,San Jose,2023-10-07,6740.15
2565,Molly Watts,66,Female,Los Angeles,2022-10-23,7548.82
2566,John Coffey,28,Male,San Jose,2023-09-05,7725.31
2567,Paula Lane,61,Female,San Antonio,2024-03-07,5707.12
2568,Lauren Jackson,68,Male,Dallas,2022-10-14,3572.28
2569,Lisa Randall,21,Male,San Antonio,2023-12-10,6009.98
2570,Michael Johnson,22,Female,San Jose,2023-04-21,6721.36
2571,Ashley Smith,67,Female,New York,2024-03-23,8449.26
2572,Christian Vaughn,68,Female,San Diego,2023-07-14,5548.3
2573,Reginald Knapp,40,Female,San Antonio,2023-04-13,6881.95
2574,Nancy Brown,61,Female,Los Angeles,2023-01-16,6736.17
2575,Daniel Nguyen,69,Male,Jacksonville,2023-08-28,7031.43
2576,Kelly Edwards,23,Female,Chicago,2022-05-31,6896.53
2577,Thomas Peterson,63,Male,Jacksonville,2024-02-18,9958.36
2578,Raymond Le,38,Female,Los Angeles,2024-03-08,4217.93
2579,Melissa Bishop,18,Female,San Diego,2022-07-07,6102.71
2580,David Grant,66,Female,Los Angeles,2024-01-08,8679.96
2581,William Evans,23,Male,San Antonio,2022-09-29,6558.37
2582,Daniel Bush,53,Female,Los Angeles,2024-07-08,6346.57
2583,Gregory Peck,23,Female,Dallas,2022-02-23,6555.25
2584,Denise Martinez,56,Female,San Antonio,2022-07-10,5199.3
2585,Jamie Baird,36,Female,San Antonio,2022-01-26,6396.26
2586,Tina Ballard,64,Male,San Jose,2022-06-23,7298.81
2587,Dwayne Klein,28,Female,Chicago,2024-12-03,6955.59
2588,Jeremy Scott,35,Female,Phoenix,2022-10-12,3397.01
2589,Dale Ryan,27,Male,Chicago,2024-10-06,5906.09
2590,Melissa Taylor,35,Female,Phoenix,2024-06-09,7611.8
2591,Laurie Sanchez,68,Male,Philadelphia,2024-09-18,4187.78
2592,Kiara Little,33,Female,San Jose,2023-05-31,7082.64
2593,Jason Love,47,Male,Chicago,2023-02-05,9330.51
2594,Randy Smith,18,Female,Philadelphia,2023-09-16,1844.84
2595,Tanya Russell,69,Female,San Diego,2024-02-18,4485.87
2596,Sherry Woods,45,Male,Phoenix,2023-11-17,5292.45
2597,Victor Morris,56,Male,San Diego,2023-10-19,6415.66
2598,Susan Davis,29,Female,Philadelphia,2023-10-06,4111.08
2599,Kimberly Sharp,65,Female,San Jose,2023-08-20,7008.5
2600,Susan Thompson,38,Female,Phoenix,2023-05-12,4923.83
2601,Casey Gillespie,41,Male,San Jose,2024-03-15,5332.24
2602,Jennifer Simpson DVM,55,Male,Austin,2023-02-14,3888.17
2603,Tammy Mcdowell,64,Female,Jacksonville,2022-02-25,10522.2
2604,Keith Rodriguez,46,Female,Jacksonville,2023-03-06,3499.88
2605,Mrs. Virginia Daniels,70,Female,Austin,2022-05-22,10141.21
2606,Todd Rosales MD,26,Female,Houston,2024-10-19,6024.85
2607,Brian Martin,60,Male,Jacksonville,2023-06-02,7398.07
2608,David Lopez,68,Female,Los Angeles,2024-05-16,5149.61
2609,Rachel Bradley,56,Female,San Jose,2024-07-08,7451.66
2610,Casey Chase,52,Female,Dallas,2024-03-31,6172.26
2611,Samantha Robertson,68,Female,Jacksonville,2022-03-17,5333.39
2612,Michael Lopez,24,Male,Austin,2022-06-24,4937.06
2613,Franklin Wright,28,Male,San Jose,2023-12-29,6639.84
2614,David Molina,66,Female,San Antonio,2024-03-29,3591.54
2615,Elizabeth Sharp,18,Male,Phoenix,2022-08-05,2953.92
2616,Matthew Schwartz,50,Male,San Diego,2023-03-31,4511.72
2617,Bryan Parker,43,Female,Austin,2024-02-06,4062.83
2618,Jonathan Jacobson,27,Female,New York,2024-10-21,8927.01
2619,Emily Wilson,24,Female,San Antonio,2024-09-15,3917.18
2620,Elizabeth Mendez,25,Male,Philadelphia,2022-06-25,7748.79
2621,Casey Hernandez,39,Female,Houston,2023-10-01,7242.42
2622,Lisa Perry,48,Female,San Diego,2024-12-03,7643.31
2623,Kaitlin Medina,46,Female,Philadelphia,2022-07-19,4826.81
2624,Colleen Wright,37,Male,Jacksonville,2022-05-18,6268.75
2625,Shelley Miller,19,Female,Austin,2022-08-24,3338.48
2626,Michael Miller,61,Male,Jacksonville,2022-08-12,9686.09
2627,Amy Kelley,51,Male,Dallas,2023-05-15,5195.56
2628,Laura Hernandez,39,Female,San Diego,2022-11-24,5795.59
2629,Joseph Wilson,69,Female,Austin,2023-04-20,7396.76
2630,Kevin Davis,29,Female,San Antonio,2023-01-13,3024.49
2631,Rhonda Chavez,65,Male,San Diego,2022-03-01,5986.69
2632,Joyce Brown,42,Male,Jacksonville,2024-05-29,7203.57
2633,Robert Cummings,31,Female,Jacksonville,2023-03-16,6360.91
2634,Robert Reese,54,Male,Dallas,2022-05-09,8729.09
2635,Amber Cooper,41,Female,Houston,2023-01-18,8934.18
2636,Zachary Michael,25,Female,Austin,2024-07-26,3678.19
2637,Timothy Johnson,51,Female,San Jose,2024-09-29,7664.1
2638,Randy Cannon,57,Female,San Jose,2024-03-06,7848.21
2639,Maria Fisher,40,Female,San Diego,2022-08-22,5121.82
2640,Janet Kane DVM,70,Female,San Jose,2022-12-20,4198.91
2641,Michael Stanley,61,Male,Philadelphia,2022-06-23,5811.3
2642,Martha Bailey,33,Female,Los Angeles,2022-08-30,3938.72
2643,Joshua Rice,41,Male,Dallas,2023-01-10,7448.05
2644,Courtney Smith,44,Male,San Jose,2024-03-06,4771.19
2645,Edwin Nunez,45,Male,San Diego,2024-02-25,6436.18
2646,Kim Morrow,53,Male,San Diego,2022-12-21,7409.59
2647,Gregory Hill,26,Male,Philadelphia,2023-08-15,3732.07
2648,Molly Rodriguez,57,Male,Philadelphia,2024-07-12,4275.98
2649,Jennifer Miranda,49,Male,Houston,2022-01-20,8203.88
2650,Alexis Harris,53,Female,San Antonio,2024-02-26,4956.48
2651,Andrew Harper,44,Female,San Diego,2024-10-04,4093.03
2652,Amber Yang,23,Male,Houston,2022-12-09,6529.6
2653,David Robinson,20,Female,Houston,2023-08-22,7061.52
2654,Amy Gordon,28,Female,San Jose,2023-08-15,6450.53
2655,Robert Dennis,53,Male,San Jose,2024-10-11,6897.99
2656,Kyle Chambers,35,Female,Dallas,2022-08-22,5169.88
2657,Eric Thomas,66,Female,Dallas,2022-03-27,5568.75
2658,Connie Turner,45,Male,Jacksonville,2023-03-24,5453.53
2659,Travis Hobbs,37,Male,San Diego,2023-05-22,7192.8
2660,Lori Simmons,40,Male,San Diego,2023-06-23,4015.11
2661,William David DDS,67,Male,Houston,2022-08-29,4758.14
2662,Emma Butler,63,Female,Chicago,2023-12-20,1674.97
2663,James Webster,68,Male,Houston,2022-10-13,8590.8
2664,Samuel Turner,54,Female,Dallas,2022-05-02,7325.35
2665,Renee Melendez,56,Male,Philadelphia,2023-07-30,5994.68
2666,Tracy Grant,36,Female,Dallas,2023-08-23,6456.72
2667,David Harris,26,Female,New York,2022-07-15,3455.69
2668,Tammy Boone,59,Male,Jacksonville,2023-07-22,4711.04
2669,Nathaniel Lee,33,Male,Jacksonville,2022-09-29,5634.06
2670,Michael Morrison,33,Female,San Diego,2023-10-22,6637.53
2671,Chelsea Gill,54,Female,Austin,2022-10-19,8194.84
2672,Kristin Mendoza,42,Female,Los Angeles,2024-04-28,5106.97
2673,Felicia Krueger,43,Female,Jacksonville,2022-07-10,7066.32
2674,Timothy Hayden,47,Female,Philadelphia,2024-01-26,12522.82
2675,Zachary Mendoza,67,Male,Jacksonville,2022-01-06,5158.46
2676,Larry Harris,58,Female,Los Angeles,2024-07-27,10438.4
2677,Kristen Rowe,43,Male,San Antonio,2024-12-30,3877.03
2678,Joseph Howard,49,Female,Philadelphia,2023-03-10,6237.35
2679,Jose Crawford,39,Male,San Jose,2023-08-04,10677.75
2680,William Harrison,68,Female,Austin,2024-09-20,4617.05
2681,Suzanne Wood,20,Male,Austin,2022-04-10,3082.34
2682,Justin Walker,19,Male,Chicago,2024-07-30,8490.54
2683,Dean Donovan,47,Male,San Antonio,2024-06-22,6828.66
2684,Jennifer Hernandez,62,Male,Austin,2023-02-19,5340.2
2685,James Whitaker,28,Female,Los Angeles,2023-09-11,5991.02
2686,Mr. Michael Scott PhD,34,Male,Philadelphia,2024-01-09,10817.02
2687,Maria Henry,21,Female,Austin,2022-12-05,6468.66
2688,Robert Jackson,64,Male,San Antonio,2023-09-18,4307.39
2689,Katherine Stark,63,Male,New York,2022-07-06,6251.61
2690,Maria Brown,48,Male,Chicago,2023-03-14,4690.89
2691,Ryan Landry,51,Female,New York,2023-04-09,6535.46
2692,Pamela Gutierrez,62,Female,Los Angeles,2022-01-17,4978.36
2693,Crystal Mann,62,Male,San Diego,2024-05-14,7396.28
2694,Jonathan Brooks,32,Female,Los Angeles,2022-05-26,6264.95
2695,Mary Jensen,24,Female,Philadelphia,2022-07-29,5682.51
2696,Mr. Aaron Arnold,26,Female,Chicago,2023-09-05,4674.28
2697,Joseph Hill,22,Male,San Jose,2022-10-20,11295.93
2698,Alicia Li,46,Female,Jacksonville,2022-12-03,7105.4
2699,Renee Browning,58,Male,San Antonio,2023-03-13,5502.26
2700,Brent Hernandez,31,Male,Los Angeles,2024-06-25,10622.74
2701,Joseph Ochoa,66,Male,San Jose,2022-10-14,3220.95
2702,James Watson,40,Female,Philadelphia,2024-02-26,4896.71
2703,Karl Branch,33,Female,Austin,2022-10-14,6963.73
2704,Michael Abbott,33,Female,Jacksonville,2022-06-22,5011.07
2705,Shannon Malone,60,Female,Houston,2022-02-24,4072.4
2706,James Tran,56,Male,Jacksonville,2024-11-26,7606.41
2707,Adam Jackson,36,Male,Houston,2024-03-13,8493.65
2708,Mr. Richard Knight PhD,42,Male,Houston,2024-10-10,2873.96
2709,Joseph Williams,58,Male,Dallas,2024-10-20,396.27
2710,Sean Clay,41,Female,Chicago,2022-01-25,3779.38
2711,Anthony Jones,54,Female,Philadelphia,2024-03-03,6598.75
2712,Stephanie Elliott,66,Female,Los Angeles,2022-12-20,6901.37
2713,Timothy Edwards,55,Male,New York,2022-02-04,5614.41
2714,Laurie Goodwin,31,Male,New York,2023-06-21,8073.29
2715,Jennifer Jones,50,Female,Austin,2024-03-26,942.85
2716,David Davenport,67,Female,San Antonio,2024-10-23,3861.38
2717,Steven Rivera,23,Male,Phoenix,2024-04-03,2970.67
2718,Brenda Hinton,37,Male,Dallas,2022-06-21,4500.3
2719,Kathryn Mccann,69,Male,Dallas,2023-02-21,5597.84
2720,Jeffrey Roberson,43,Male,Phoenix,2023-11-01,10098.08
2721,Randy Friedman,64,Male,New York,2024-06-14,5842.79
2722,Raymond Johnson,23,Female,Los Angeles,2023-05-16,6986.98
2723,Willie Henry,57,Male,Phoenix,2024-07-17,6374.73
2724,Todd Reynolds,25,Male,Jacksonville,2022-12-26,7552.22
2725,Mary Miller,62,Male,Chicago,2022-10-09,3980.68
2726,Rebecca Marquez,40,Female,Chicago,2024-10-13,4733.32
2727,Christian Dawson,26,Female,Jacksonville,2024-02-01,5299.62
2728,Nancy Stewart,67,Male,Philadelphia,2022-08-30,3495.7
2729,Aaron Parker,35,Male,Phoenix,2024-05-29,8832.35
2730,Derrick Anderson,49,Female,Dallas,2022-06-07,4465.34
2731,Jerry Peters,21,Female,San Jose,2024-01-08,4257.01
2732,Alexander Gomez,41,Male,Phoenix,2022-12-08,4629.84
2733,Kyle Nguyen,54,Male,Houston,2022-07-30,7186.1
2734,Edgar Hughes,18,Male,New York,2024-11-08,6320.34
2735,Steven Stein,20,Female,Philadelphia,2023-05-16,5254.06
2736,Laura Jackson,27,Male,New York,2024-02-24,8256.53
2737,Charles Turner,32,Female,Houston,2024-05-08,3440.09
2738,Arthur Hamilton MD,64,Female,Phoenix,2024-05-02,5471.6
2739,Mr. David Wright,54,Female,Los Angeles,2022-06-09,6677.27
2740,Linda Gonzalez,61,Male,Chicago,2024-10-25,5450.55
2741,Eric Rush,69,Male,San Antonio,2023-04-03,5442.43
2742,Manuel Brock,47,Female,Phoenix,2022-05-22,12053.27
2743,George Ochoa,23,Female,New York,2023-11-02,7810.53
2744,Valerie Taylor,30,Female,San Jose,2024-01-26,5677.59
2745,Travis Harris,65,Male,San Diego,2023-09-15,2880.02
2746,Vincent Novak,55,Female,Houston,2024-01-25,6548.39
2747,Michael Henry,27,Male,San Antonio,2023-05-18,2492.21
2748,Dana Bennett,32,Female,Austin,2022-02-18,6370.06
2749,Jenna Wilson,39,Male,Austin,2022-01-20,7879.59
2750,Leslie Gardner,65,Female,Los Angeles,2024-02-10,3844.77
2751,Krista Benton,51,Male,San Antonio,2023-02-25,8145.14
2752,Michael Gonzales,21,Male,Jacksonville,2024-10-04,5672.57
2753,Michael Fuentes,23,Male,Houston,2023-07-28,7904.08
2754,Jennifer Porter,44,Female,San Diego,2024-11-30,7589.51
2755,Dana Hopkins,55,Male,Dallas,2022-06-23,7067.26
2756,Rachel Jones,58,Female,Los Angeles,2022-10-01,6739.04
2757,Karen Morales DDS,45,Male,Houston,2022-05-08,6613.35
2758,Melissa Stephens,34,Female,San Antonio,2023-08-21,3636.62
2759,Heather Woodard,38,Female,Phoenix,2023-10-31,5767.27
2760,Margaret Miller,22,Male,Chicago,2023-04-24,3045.4
2761,Mary Kelly,27,Male,Chicago,2022-08-12,4253.14
2762,Amanda Terrell,47,Female,San Antonio,2024-07-09,7710.86
2763,Jennifer Goodwin,52,Female,Houston,2022-09-05,3017.74
2764,Jessica Smith,37,Female,Phoenix,2024-07-14,6305.17
2765,Jorge Stone,23,Male,Austin,2022-09-03,4672.19
2766,Laura Griffin,70,Male,Houston,2023-09-16,3863.45
2767,Raymond Chapman,27,Male,Jacksonville,2023-11-03,9621.27
2768,Haley Johnson,40,Female,Dallas,2023-05-24,5342.06
2769,Jason Nixon,61,Female,Phoenix,2022-04-11,5694.45
2770,Todd Thomas,19,Female,San Diego,2022-12-23,5605.79
2771,Jesse Clark,24,Female,Los Angeles,2023-05-27,6232.25
2772,Mr. Jeffrey Horton,25,Male,New York,2022-10-14,6524.71
2773,Eric Patrick,26,Male,San Antonio,2023-04-01,6836.66
2774,Samuel Wong,61,Male,San Jose,2024-02-02,7906.21
2775,Carly Riggs,70,Male,New York,2023-06-15,6662.82
2776,Christopher Moore,30,Female,Chicago,2022-05-13,5141.38
2777,Tina Hall,69,Female,Los Angeles,2022-07-08,6987.82
2778,Cody Davidson,47,Male,Chicago,2022-03-29,6985.33
2779,Allen Mendez,70,Female,San Diego,2024-06-06,7130.88
2780,Kevin Price,42,Female,Chicago,2022-03-02,4909.16
2781,Christine Goodwin,31,Male,Phoenix,2023-12-26,10246.43
2782,Amy Garcia,46,Male,New York,2023-07-28,6537.05
2783,Chelsea Nguyen,59,Female,San Diego,2023-05-19,6565.96
2784,Dennis Huffman,53,Female,New York,2024-04-23,6508.73
2785,Margaret Harper,35,Female,Chicago,2022-06-29,5349.9
2786,Laurie Bailey,30,Male,Austin,2024-05-08,12998.29
2787,Lisa Cervantes,42,Female,San Diego,2022-02-09,5244.86
2788,Elizabeth Mendez,40,Female,San Antonio,2024-09-19,5833.22
2789,Cesar Wilson,29,Male,Philadelphia,2023-07-08,7262.23
2790,Clayton Steele,19,Female,New York,2023-03-25,5361.18
2791,Jennifer Taylor,51,Female,San Jose,2024-08-24,4293.11
2792,Cody Reid,28,Male,Houston,2023-04-22,6517.72
2793,Maria Cooke,35,Male,Houston,2023-05-09,4142.29
2794,Katherine Taylor,40,Male,Chicago,2024-03-06,4056.85
2795,Jerry Brown,55,Female,Jacksonville,2023-04-30,6502.65
2796,Adam Taylor,55,Male,Jacksonville,2024-01-05,4923.18
2797,Tracey Wagner,54,Male,San Jose,2023-12-22,3410.14
2798,Michael Perry PhD,69,Female,Dallas,2023-01-21,4685.85
2799,Bradley Johnson DDS,29,Female,New York,2023-09-25,10225.59
2800,Donald Medina,21,Male,San Jose,2022-07-04,9343.33
2801,Jim Newton,19,Female,New York,2023-03-25,6420.68
2802,Krista Wilson,57,Male,Chicago,2023-11-11,7601.21
2803,Reginald Morrow,63,Male,Philadelphia,2023-11-29,4180.18
2804,Rodney Williams,19,Male,San Jose,2022-05-02,8353.45
2805,Kimberly Fritz,67,Male,Dallas,2022-10-18,5162.64
2806,Ronald Potter,22,Female,Jacksonville,2024-01-18,7749.94
2807,Zachary Cole,55,Male,Philadelphia,2024-03-21,9948.66
2808,Robert Gonzales,38,Male,Chicago,2023-09-11,8813.32
2809,Patricia Young PhD,68,Female,Austin,2024-06-13,2434.73
2810,Heather Page,29,Female,Houston,2023-10-12,11773.45
2811,Carol Taylor,42,Female,Jacksonville,2022-12-26,4168.29
2812,Daniel Brown,26,Male,Jacksonville,2023-08-27,7070.29
2813,Douglas Ryan,62,Female,San Jose,2022-01-04,6546.11
2814,Michael Roberts,29,Female,San Jose,2022-03-08,6940.04
2815,Scott Duke,58,Male,San Diego,2023-03-29,5282.29
2816,Anna Estes,39,Male,Houston,2022-10-16,8750.33
2817,Tamara Riddle,38,Male,Austin,2023-12-12,4266.84
2818,Beth Cline,70,Female,San Diego,2022-07-01,5172.53
2819,Michael Poole,34,Male,Houston,2022-01-24,7374.38
2820,Megan Burns,40,Female,Los Angeles,2022-05-19,4733.29
2821,Debra Perry,21,Female,San Diego,2022-01-03,7088.07
2822,Mark Beard,28,Female,San Diego,2024-05-09,8555.14
2823,Jose Ramirez,40,Female,Los Angeles,2024-02-15,5479.36
2824,Jackie Clements,68,Male,Chicago,2024-09-08,2575.22
